Index,m/z,RT [min],Molecular Weight,Calibration RT [min]
61,97.07606,28.756,96.06878,28.756
62,97.51439,29.017,96.50711,29.017
63,97.99137,0.659,96.98409,0.659
64,98.01361,29.009,97.00633,29.009
65,98.51203,29.019,195.00951,29.019
66,98.51204,29.13,195.00953,29.13
67,98.91889,0.766,97.91162,0.766
68,98.98419,0.862,97.97692,0.862
69,98.98421,1.062,97.97693,1.062
70,99.045,1.24,98.0377,1.24
71,99.05526,24.522,98.04798,24.522
72,99.05526,25.63,98.04798,25.63
73,99.05526,25.85,98.04798,25.85
74,99.05526,26.515,98.04798,26.515
75,99.05526,27.217,98.04798,27.217
76,99.05526,28.116,98.04798,28.116
77,99.05527,24.616,98.048,24.616
78,99.05527,24.806,98.048,24.806
79,99.05527,24.923,98.048,24.923
80,99.05527,25.263,98.048,25.263
81,99.05527,25.396,98.048,25.396
82,99.05527,25.581,98.048,25.581
83,99.05527,26.035,98.048,26.035
84,99.05527,26.236,98.048,26.236
85,99.05527,26.323,98.048,26.323
86,99.05527,26.419,98.048,26.419
87,99.05527,27.605,98.048,27.605
88,99.05527,28.461,98.048,28.461
89,99.05527,28.652,98.048,28.652
90,99.05527,28.758,98.048,28.758
91,99.05529,25.349,98.04801,25.349
92,99.05529,25.485,98.04801,25.485
93,99.05529,26.78,98.04801,26.78
94,99.05529,27.89,98.04801,27.89
95,99.05531,25.138,98.04803,25.138
96,99.05531,25.943,98.04803,25.943
97,99.09163,26.846,98.08435,26.846
98,99.09164,25.592,98.08437,25.592
99,99.09164,25.629,98.08437,25.629
100,99.09164,25.848,98.08436,25.848
101,99.09164,28.123,98.08436,28.123
102,99.09165,28.758,98.08438,28.758
103,100.01118,29.009,198.00782,29.009
104,100.02435,0.64,99.01707,0.64
105,100.06309,25.388,99.05581,25.388
106,100.06309,28.514,99.05581,28.514
107,100.06309,28.629,99.05581,28.629
108,100.06311,25.621,99.05583,25.621
109,100.06312,27.821,99.05584,27.821
110,100.06312,28.96,99.05584,28.96
111,100.07569,1.741,99.06841,1.741
112,100.11205,2.254,99.10477,2.254
113,100.50999,29.011,199.00542,29.011
114,101.02516,0.64,100.01789,0.64
115,101.02518,0.642,118.02847,0.642
116,101.0724,1.675,100.0651,1.675
117,102.02189,0.645,101.01461,0.645
118,102.02191,0.644,119.0252,0.644
119,102.03386,29.008,202.05317,29.008
120,102.03386,29.107,202.05317,29.107
121,102.04633,1.609,119.04961,1.609
122,102.04635,1.606,101.03907,1.606
123,102.05495,1.009,101.04768,1.009
124,102.11514,0.582,202.21573,0.582
125,102.12772,0.857,101.12044,0.857
126,102.12772,0.977,101.12044,0.977
127,102.1284,3.251666667,101.1211,3.251666667
128,102.1287,0.87,101.1214,0.87
129,102.50919,29.012,101.50192,29.012
130,103.0503,0.743333333,102.043,0.743333333
131,103.0504,0.806666667,102.0431,0.806666667
132,103.05827,1.02,102.051,1.02
133,103.0868,3.293333333,102.0795,3.293333333
134,104.0463,0.77,103.039,0.77
135,104.05282,1.005,86.01899,1.005
136,104.05284,2.949,103.04556,2.949
137,104.0705,0.751666667,103.0632,0.751666667
138,104.07059,0.802,103.06331,0.802
139,104.07059,1.044,103.06331,1.044
140,104.0711,0.72,103.0638,0.72
141,104.0711,0.72,103.0638,0.72
142,104.0711,0.72,103.0638,0.72
143,104.0712,0.808333333,103.0639,0.808333333
144,104.10695,16.707,103.09967,16.707
145,104.10696,24.444,103.09968,24.444
146,104.1081,0.69,103.1008,0.69
147,105.00336,0.658,103.99608,0.658
148,105.01599,29.033,208.01743,29.033
149,105.0423,28.969,104.03503,28.969
150,105.0681,2.01,82.0789,2.01
151,105.0706,5.895,122.0783,5.895
152,106.00412,0.657,104.99684,0.657
153,106.07302,1.564,105.06574,1.564
154,106.0878,0.795,105.0805,0.795
155,106.95061,0.707,105.94334,0.707
156,107.00082,0.643,105.99355,0.643
157,107.04909,1.602,106.04181,1.602
158,107.0491,1.005,106.04183,1.005
159,107.0496,2.191666667,124.0573,2.191666667
160,107.07644,1.563,124.07973,1.563
161,107.0792,1.205,106.0719,1.205
162,107.0795,1.35,106.0722,1.35
163,108.08265,1.569,107.07537,1.569
164,108.083,1.36,107.0757,1.36
165,108.11903,0.802,107.11176,0.802
166,108.13205,1.218,107.12477,1.218
167,108.13224,0.795,107.12496,0.795
168,108.15285,0.81,107.14557,0.81
169,109.02241,29.111,108.01513,29.111
170,109.02242,29.012,108.01514,29.012
171,109.076,2.76,108.0687,2.76
172,109.076,2.76,108.0687,2.76
173,109.07603,1.01,108.06876,1.01
174,109.52163,29.135,108.51435,29.135
175,109.52164,29.014,108.51436,29.014
176,110.02004,29.118,218.02553,29.118
177,110.0201,29.213,218.02565,29.213
178,110.0202,29.018,218.02585,29.018
179,110.0616,0.893333333,109.0543,0.893333333
180,110.07126,23.774,109.06398,23.774
181,110.07126,25.335,109.06398,25.335
182,110.07127,23.378,109.06399,23.378
183,110.07127,24.018,109.064,24.018
184,110.07127,28.808,109.06399,28.808
185,110.07129,0.679,109.06401,0.679
186,110.52029,29.121,109.51301,29.121
187,111.0202,29.009,178.9993,29.009
188,111.02021,29.008,220.02587,29.008
189,111.03909,29.008,110.03181,29.008
190,111.0419,2.076666667,110.0346,2.076666667
191,111.0445,1.328333333,110.0372,1.328333333
192,111.06787,3.337,110.06059,3.337
193,111.09164,23.828,110.08437,23.828
194,111.09164,25.604,110.08437,25.604
195,111.09167,28.038,110.08439,28.038
196,111.09167,28.715,110.08439,28.715
197,111.09167,28.808,110.08439,28.808
198,112.00623,0.648,110.99896,0.648
199,112.0412,1.103333333,111.0339,1.103333333
200,112.0492,0.71,89.06,0.71
201,112.0492,0.71,111.0419,0.71
202,112.0505,25.586,111.04322,25.586
203,112.0505,26.155,111.04322,26.155
204,112.05051,26.584,111.04324,26.584
205,112.06307,26.306,111.0558,26.306
206,112.06307,26.77,111.0558,26.77
207,112.06308,25.598,111.0558,25.598
208,112.06308,28.455,111.0558,28.455
209,112.08044,1.566,111.07317,1.566
210,112.08688,28.808,111.0796,28.808
211,112.08689,23.782,111.07961,23.782
212,112.0869,24.09,111.07962,24.09
213,112.0876,0.62,111.0803,0.62
214,113.01669,29.013,112.00941,29.013
215,113.0593,5.288333333,112.052,5.288333333
216,113.07089,25.203,112.06362,25.203
217,113.07089,25.398,112.06362,25.398
218,113.07089,25.6,112.06362,25.6
219,113.0709,24.849,112.06362,24.849
220,113.0709,25.851,112.06362,25.851
221,113.0709,26.856,112.06362,26.856
222,113.07091,25.299,112.06363,25.299
223,113.07092,25.108,112.06365,25.108
224,113.07092,25.152,112.06365,25.152
225,113.07092,25.495,112.06365,25.495
226,113.07092,27.362,112.06365,27.362
227,113.07092,28.52,130.07421,28.52
228,113.07092,28.561,130.07421,28.561
229,113.07092,28.995,112.06365,28.995
230,113.08379,1.56,112.07651,1.56
231,113.10728,25.631,112.1,25.631
232,113.10729,25.184,112.10002,25.184
233,113.13241,20.76,112.12513,20.76
234,113.51733,29.021,112.51006,29.021
235,113.9637,29.303,112.95642,29.303
236,114.0113,3.713333333,113.004,3.713333333
237,114.0312,1.241666667,113.0239,1.241666667
238,114.06623,24.527,113.05895,24.527
239,114.0681,0.706666667,113.0608,0.706666667
240,114.0928,2.836666667,113.0855,2.836666667
241,114.10257,25.63,113.09529,25.63
242,114.51645,29.018,113.50917,29.018
243,114.51881,29.01,113.51154,29.01
244,114.89284,0.77,113.88556,0.77
245,115.0338,1.301666667,114.0265,1.301666667
246,115.05016,28.854,114.04288,28.854
247,115.05017,25.889,114.04289,25.889
248,115.05017,28.56,114.04289,28.56
249,115.05022,26.296,114.04294,26.296
250,115.05022,26.712,114.04294,26.712
251,115.05022,28.444,114.04294,28.444
252,115.05022,28.714,114.04294,28.714
253,115.0732,3.933333333,114.0659,3.933333333
254,115.0758,2.925,114.0685,2.925
255,115.0861,4.103333333,114.0788,4.103333333
256,115.0873,0.71,114.08,0.71
257,115.0873,0.71,114.08,0.71
258,116.0461,0.77,115.0388,0.77
259,116.0705,0.728333333,115.0632,0.728333333
260,116.07061,0.809,115.06333,0.809
261,116.07061,1.048,115.06333,1.048
262,116.0711,0.911666667,115.0638,0.911666667
263,116.0714,0.736666667,115.0641,0.736666667
264,116.1444,4.846666667,115.1371,4.846666667
265,116.52412,29.04,115.51684,29.04
266,117.05719,2.442,116.04991,2.442
267,117.0669,1.246666667,116.0596,1.246666667
268,117.06979,16.247,116.06251,16.247
269,117.0842,0.69,116.0769,0.69
270,117.99043,0.629,116.98315,0.629
271,118.03489,0.638,117.02761,0.638
272,118.06102,28.992,117.05374,28.992
273,118.0613,0.72,117.054,0.72
274,118.0648,7.71,117.0575,7.71
275,118.06508,1.012,117.0578,1.012
276,118.06508,1.594,117.0578,1.594
277,118.0842,0.77,117.0769,0.77
278,118.0861,0.77,117.0788,0.77
279,118.0862,0.95,117.07892,0.95
280,118.0862,28.994,117.07893,28.994
281,118.08623,0.839,117.07895,0.839
282,118.0865,0.735,117.0792,0.735
283,118.0865,0.735,117.0792,0.735
284,118.0865,0.735,117.0792,0.735
285,118.0865,0.735,117.0792,0.735
286,118.0865,0.735,117.0792,0.735
287,118.0865,0.735,117.0792,0.735
288,119.04912,1.012,118.04184,1.012
289,120.02544,22.92,119.01817,22.92
290,120.02544,23.078,119.01817,23.078
291,120.0649,0.72,119.0576,0.72
292,120.06554,1.331,119.05827,1.331
293,120.0656,0.811,119.05832,0.811
294,120.06561,0.922,119.05833,0.922
295,120.06561,1.062,119.05833,1.062
296,120.0662,0.706666667,119.0589,0.706666667
297,120.08074,1.599,102.04692,1.599
298,120.08079,1.601,119.07351,1.601
299,120.0811,1.521666667,119.0738,1.521666667
300,120.10191,24.365,119.09463,24.365
301,121.02837,15.183,120.0211,15.183
302,121.02837,20.759,120.02109,20.759
303,121.0515,0.77,120.0442,0.77
304,121.0652,5.795,120.0579,5.795
305,121.0653,5.075,120.058,5.075
306,121.0653,5.075,120.058,5.075
307,122.062,2.971666667,121.0547,2.971666667
308,122.07122,28.038,121.06394,28.038
309,122.07124,28.757,121.06397,28.757
310,122.07125,23.828,121.06397,23.828
311,122.08112,28.994,121.07385,28.994
312,122.08881,2.397,121.08153,2.397
313,122.0905,2.18,121.0832,2.18
314,122.093,2,121.0857,2
315,122.54708,29.007,121.5398,29.007
316,122.92452,0.706,121.91725,0.706
317,123.04028,29.047,122.033,29.047
318,123.04031,0.637,122.03304,0.637
319,123.04031,29.005,122.03303,29.005
320,123.04037,0.657,140.04366,0.657
321,123.0419,4.055,122.0346,4.055
322,123.04399,1.009,122.03671,1.009
323,123.04402,0.854,122.03674,0.854
324,123.0445,4.991666667,122.0372,4.991666667
325,123.05522,0.821,140.05851,0.821
326,123.05524,0.953,122.04797,0.953
327,123.0565,0.978333333,122.0492,0.978333333
328,123.11678,1.01,122.1095,1.01
329,124.0396,0.75,123.0323,0.75
330,124.0397,0.77,123.0324,0.77
331,124.0399,0.71,123.0326,0.71
332,124.04117,0.636,123.03389,0.636
333,124.0757,1.128333333,123.0684,1.128333333
334,124.08664,24.014,123.07936,24.014
335,124.08665,23.775,123.07938,23.775
336,124.08667,25.155,123.07939,25.155
337,124.08667,25.463,123.07939,25.463
338,124.08667,25.517,123.07939,25.517
339,124.08667,25.603,123.07939,25.603
340,124.08667,25.95,123.07939,25.95
341,124.08667,26.088,123.07939,26.088
342,124.08667,26.18,123.07939,26.18
343,124.08667,26.383,123.07939,26.383
344,124.08667,26.563,123.07939,26.563
345,124.08669,25.395,123.07941,25.395
346,124.08669,26.244,123.07941,26.244
347,124.08669,26.635,123.07941,26.635
348,124.08669,26.795,123.07941,26.795
349,124.08669,28.757,123.07941,28.757
350,124.0867,24.759,123.07942,24.759
351,124.0867,24.85,123.07942,24.85
352,124.0867,25.428,123.07942,25.428
353,124.0867,26.846,123.07942,26.846
354,124.08693,24.946,123.07965,24.946
355,124.1049,1.36,106.0711,1.36
356,124.1059,1.572,106.07207,1.572
357,125.03792,0.641,124.03064,0.641
358,125.0608,4.466666667,124.0535,4.466666667
359,125.0619,3.421666667,124.0546,3.421666667
360,125.07084,25.848,124.06356,25.848
361,125.07092,25.64,124.06365,25.64
362,125.08215,25.519,124.07487,25.519
363,125.1073,25.631,124.10002,25.631
364,125.11213,1.568,107.0783,1.568
365,125.98624,0.618,142.98953,0.618
366,125.98625,0.637,124.97898,0.637
367,126.03309,29.01,125.02581,29.01
368,126.05262,0.794,125.04534,0.794
369,126.0663,0.73,125.059,0.73
370,126.10251,23.774,125.09523,23.774
371,126.10252,28.759,125.09524,28.759
372,126.10253,24.09,125.09525,24.09
373,126.10255,28.037,125.09527,28.037
374,126.11546,1.569,125.10818,1.569
375,126.11549,1.567,108.08167,1.567
376,126.11822,1.555,125.11094,1.555
377,127.0389,0.725,126.0316,0.725
378,127.03891,2.452,126.03163,2.452
379,127.0395,2.168333333,126.0322,2.168333333
380,127.04,0.95,126.0327,0.95
381,127.06143,28.995,126.05416,28.995
382,127.08664,1.927,126.07936,1.927
383,127.11169,26.083,144.11497,26.083
384,128.01926,0.639,85.98543,0.639
385,128.01927,0.647,127.012,0.647
386,128.0265,4.893333333,127.0192,4.893333333
387,128.0455,1.42,127.0382,1.42
388,128.1087,4.956666667,127.1014,4.956666667
389,128.11813,25.334,127.11086,25.334
390,128.11813,25.631,86.08431,25.631
391,128.11818,27.166,86.08435,27.166
392,128.11818,27.975,86.08435,27.975
393,128.11818,28.619,86.08435,28.619
394,128.11818,28.759,86.08435,28.759
395,128.14337,1.961,127.13609,1.961
396,129.0133,0.806666667,128.006,0.806666667
397,129.05223,0.705,128.04495,0.705
398,129.05453,20.729,128.04726,20.729
399,129.0546,13.486,146.05788,13.486
400,129.06578,27.606,128.0585,27.606
401,129.0658,28.417,128.05852,28.417
402,129.0658,28.642,128.05852,28.642
403,129.0659,0.804,128.05863,0.804
404,129.0666,0.955,128.0593,0.955
405,129.1018,0.78,128.0945,0.78
406,129.1386,0.653,111.10477,0.653
407,129.13864,0.674,128.13136,0.674
408,130.01682,0.64,129.00954,0.64
409,130.01683,0.65,87.983,0.65
410,130.04991,0.866,129.04263,0.866
411,130.04991,1.029,129.04263,1.029
412,130.04993,0.802,146.0692,0.802
413,130.06503,2.451,129.05776,2.451
414,130.0688,0.99,129.0615,0.99
415,130.0853,0.77,129.078,0.77
416,130.0862,0.77,129.0789,0.77
417,130.0863,0.728333333,129.079,0.728333333
418,130.08633,0.949,129.07906,0.949
419,130.1078,0.731666667,129.1005,0.731666667
420,130.159,7.161666667,129.1517,7.161666667
421,130.15903,3.625,129.15175,3.625
422,130.52164,29.026,129.51436,29.026
423,130.52202,0.653,129.51474,0.653
424,130.53326,29.008,129.52599,29.008
425,131.04906,1.603,130.04178,1.603
426,131.0723,1.13,130.065,1.13
427,131.08147,26.466,130.07419,26.466
428,131.08148,27.132,89.04766,27.132
429,131.08151,25.268,130.07424,25.268
430,131.08151,27.202,130.07424,27.202
431,131.11787,0.818,130.1106,0.818
432,131.118,0.713333333,130.1107,0.713333333
433,131.53348,29.013,261.0524,29.013
434,132.0621,0.81,131.0548,0.81
435,132.065,0.885,131.0577,0.885
436,132.0655,0.728333333,131.0582,0.728333333
437,132.06552,0.807,131.05824,0.807
438,132.0662,0.72,131.0589,0.72
439,132.0755,0.69,131.0682,0.69
440,132.0765,0.71,131.0692,0.71
441,132.07686,0.801,131.06958,0.801
442,132.08075,2.441,114.04692,2.441
443,132.0812,9.551666667,131.0739,9.551666667
444,132.08359,1.136,131.07631,1.136
445,132.0997,1.12,131.0924,1.12
446,132.1016,1.023333333,131.0943,1.023333333
447,132.1016,1.048333333,131.0943,1.048333333
448,132.10167,1.192,131.09439,1.192
449,132.1017,1.021666667,131.0944,1.021666667
450,132.1017,1.021666667,131.0944,1.021666667
451,132.1017,1.021666667,131.0944,1.021666667
452,132.1017,1.076666667,131.0944,1.076666667
453,132.1017,1.124,131.09442,1.124
454,132.53122,29.013,263.04789,29.013
455,132.54729,1.14,131.54001,1.14
456,132.9982,0.657,131.99092,0.657
457,133.03172,2.95,132.02445,2.95
458,133.03177,0.921,132.02449,0.921
459,133.0647,7.69,132.0574,7.69
460,133.0678,0.72,132.0605,0.72
461,133.0678,0.726666667,132.0605,0.726666667
462,133.0684,0.72,132.0611,0.72
463,133.0685,0.72,132.0612,0.72
464,133.06862,0.86,132.06134,0.86
465,133.08379,2.385,132.07651,2.385
466,133.0975,0.72,132.0902,0.72
467,134.01888,0.786,111.02965,0.786
468,134.04475,0.837,133.03748,0.837
469,134.06,9.111666667,133.0527,9.111666667
470,134.0606,3.07,133.0533,3.07
471,134.0666,1.36,133.0593,1.36
472,134.06793,1.567,133.06066,1.567
473,134.06798,1.567,151.07127,1.567
474,134.0801,0.646666667,133.0728,0.646666667
475,134.0964,1.893333333,133.0891,1.893333333
476,135.00276,0.888,112.01354,0.888
477,135.00276,0.888,133.99549,0.888
478,135.06776,1.008,93.03394,1.008
479,135.0728,1.35,134.0655,1.35
480,135.07901,24.014,134.07173,24.014
481,135.07901,25.429,134.07173,25.429
482,135.07901,26.589,134.07173,26.589
483,135.07901,27.389,93.04518,27.389
484,135.07901,28.642,93.04518,28.642
485,135.07903,27.129,93.0452,27.129
486,135.07904,25.205,93.04521,25.205
487,135.07904,28.456,93.04521,28.456
488,135.07906,25.632,134.07178,25.632
489,135.07906,28.807,134.07178,28.807
490,135.09639,2.378,134.08911,2.378
491,135.09953,2.384,93.06571,2.384
492,135.12056,1.198,134.11328,1.198
493,136.06177,28.996,135.05449,28.996
494,136.0619,0.728333333,135.0546,0.728333333
495,136.073,4.376666667,135.0657,4.376666667
496,136.07568,1.008,94.04186,1.008
497,136.0764,3.596666667,135.0691,3.596666667
498,136.08054,1.565,135.07326,1.565
499,136.10579,2.382,94.07196,2.382
500,136.11205,1.014,135.10477,1.014
501,136.99992,29.002,94.9661,29.002
502,136.99997,29.004,135.99269,29.004
503,137.0455,0.778333333,136.0382,0.778333333
504,137.0464,0.72,136.0391,0.72
505,137.0511,6.615,136.0438,6.615
506,137.0589,7.948333333,136.0516,7.948333333
507,137.0596,6.811666667,136.0523,6.811666667
508,137.0596,6.811666667,136.0523,6.811666667
509,137.0613,6.161666667,136.054,6.161666667
510,137.0689,1,136.0616,1
511,137.0707,3.068333333,136.0634,3.068333333
512,137.07086,24.457,136.06359,24.457
513,137.07104,0.753,136.06377,0.753
514,137.07104,0.791,136.06377,0.791
515,137.1095,2.201666667,136.1022,2.201666667
516,137.12497,1.208,136.11769,1.208
517,137.1329,10.50833333,154.1406,10.50833333
518,137.99838,29,95.96456,29
519,138.0274,0.635,137.02013,0.635
520,138.05263,0.795,137.04535,0.795
521,138.0546,1.036666667,137.0473,1.036666667
522,138.0551,0.728333333,137.0478,0.728333333
523,138.06613,24.848,137.05885,24.848
524,138.06613,24.989,137.05885,24.989
525,138.06613,25.212,137.05885,25.212
526,138.0724,0.77,137.0651,0.77
527,138.0909,1.228333333,137.0836,1.228333333
528,138.0912,0.761666667,137.0839,0.761666667
529,138.09132,1.405,137.08405,1.405
530,138.09132,3.341,137.08405,3.341
531,138.092,2.323333333,137.0847,2.323333333
532,138.90639,1.073,137.89911,1.073
533,138.99532,29.003,96.96149,29.003
534,138.99532,29.116,137.98804,29.116
535,139.01784,29.004,138.01056,29.004
536,139.01784,29.008,96.98401,29.008
537,139.0366,2.753333333,138.0293,2.753333333
538,139.03889,1.473,138.03162,1.473
539,139.0391,5.151666667,138.0318,5.151666667
540,139.0404,3.555,138.0331,3.555
541,139.0475,0.77,138.0402,0.77
542,139.0501,5.495,138.0428,5.495
543,139.0502,4.521666667,138.0429,4.521666667
544,139.0507,4.356666667,138.0434,4.356666667
545,139.07391,26.566,138.06664,26.566
546,139.07391,28.181,138.06664,28.181
547,139.07394,25.37,97.04012,25.37
548,139.07396,28.646,97.04013,28.646
549,139.07397,26.94,138.0667,26.94
550,139.1109,7.945,138.1036,7.945
551,139.1116,7.736666667,138.1043,7.736666667
552,139.5273,0.655,138.52002,0.655
553,139.98782,28.991,138.98055,28.991
554,139.98782,29.001,97.954,29.001
555,140.0313,5.596666667,139.024,5.596666667
556,140.0321,1.06,139.0248,1.06
557,140.06815,18.362,139.06087,18.362
558,140.06815,19.751,139.06087,19.751
559,140.06821,0.778,139.06093,0.778
560,140.08176,23.774,139.07448,23.774
561,140.08176,24.016,139.07448,24.016
562,140.08177,24.089,98.04795,24.089
563,140.08179,28.561,98.04796,28.561
564,140.08179,28.713,98.04796,28.713
565,140.08179,28.808,139.07451,28.808
566,140.14337,2.631,139.13609,2.631
567,140.90352,0.773,139.89624,0.773
568,140.90352,1.067,139.89624,1.067
569,140.9952,0.796666667,139.9879,0.796666667
570,140.99561,28.985,98.96178,28.985
571,141.00635,0.641,102.04319,0.641
572,141.00638,0.625,139.9991,0.625
573,141.018,1.151666667,140.0107,1.151666667
574,141.05084,0.647,123.01702,0.647
575,141.0664,1.588333333,140.0591,1.588333333
576,141.1134,28.994,99.07958,28.994
577,141.11346,28.997,140.10619,28.997
578,141.1386,3.766,140.13132,3.766
579,141.95862,28.999,158.96191,28.999
580,141.95865,29.006,99.92482,29.006
581,141.98328,23.139,140.976,23.139
582,141.98328,28.989,140.976,28.989
583,141.98329,28.99,99.94947,28.99
584,142.04596,0.788,141.03868,0.788
585,142.062,2.31,141.0547,2.31
586,142.06511,2.441,141.05783,2.441
587,142.08624,2.343,141.07897,2.343
588,142.0975,0.63,141.0902,0.63
589,142.12268,4.644,141.1154,4.644
590,142.15904,2.692,141.15177,2.692
591,142.94812,0.804,141.94084,0.804
592,142.94812,0.884,141.94084,0.884
593,142.99107,28.985,141.9838,28.985
594,143.0271,1.205,142.0198,1.205
595,143.0343,1.003333333,142.027,1.003333333
596,143.03944,1.507,142.03217,1.507
597,143.04845,0.637,142.04117,0.637
598,143.07285,2.456,142.06557,2.456
599,143.1061,9.851666667,142.0988,9.851666667
600,143.95886,28.984,142.95159,28.984
601,143.98083,28.994,142.97356,28.994
602,143.99681,0.636,101.96299,0.636
603,144.06549,2.95,143.05821,2.95
604,144.0656,0.816,102.03177,0.816
605,144.0801,2.098333333,143.0728,2.098333333
606,144.0802,2.711666667,143.0729,2.711666667
607,144.08075,2.443,143.07347,2.443
608,144.081,1.375,143.0737,1.375
609,144.0816,2.55,143.0743,2.55
610,144.1016,1.063333333,143.0943,1.063333333
611,144.10191,3.763,143.09464,3.763
612,144.11516,1.402,143.10788,1.402
613,144.1737,7.48,143.1664,7.48
614,144.98209,28.997,102.94826,28.997
615,144.98212,28.952,143.97484,28.952
616,145.0472,0.793,144.03992,0.793
617,145.0976,0.8,144.0903,0.8
618,145.1214,9.933333333,144.1141,9.933333333
619,145.1335,4.48,144.12622,4.48
620,145.98056,28.988,144.97328,28.988
621,146.02699,0.996,103.99317,0.996
622,146.05997,2.441,145.05269,2.441
623,146.0614,2.486666667,145.0541,2.486666667
624,146.08116,1.189,145.07388,1.189
625,146.089,2.23,145.0817,2.23
626,146.0919,0.77,145.0846,0.77
627,146.1172,0.75,145.1099,0.75
628,146.1175,1.156666667,145.1102,1.156666667
629,146.11752,2.753,145.11025,2.753
630,146.11752,2.915,145.11025,2.915
631,146.11754,2.249,145.11026,2.249
632,146.16521,0.704,145.15793,0.704
633,146.1663,0.6,145.159,0.6
634,146.98024,28.95,145.97296,28.95
635,146.98024,28.984,104.94641,28.984
636,146.98175,0.727,145.97447,0.727
637,147.0408,5.96,146.0335,5.96
638,147.04398,1.012,146.0367,1.012
639,147.04399,1.013,163.06326,1.013
640,147.0768,0.698333333,146.0695,0.698333333
641,147.0768,0.698333333,146.0695,0.698333333
642,147.0769,0.71,146.0696,0.71
643,147.0769,0.71,146.0696,0.71
644,147.0807,8.156666667,146.0734,8.156666667
645,147.08426,1.715,146.07698,1.715
646,147.0896,3.59,146.0823,3.59
647,147.0977,2.513333333,146.0904,2.513333333
648,147.098,2.271666667,146.0907,2.271666667
649,147.0995,2.383,146.09223,2.383
650,147.11276,0.67,146.10549,0.67
651,147.11281,1.044,146.10553,1.044
652,147.11287,0.677,129.07904,0.677
653,147.11665,21.517,146.10938,21.517
654,147.1201,0.746666667,146.1128,0.746666667
655,147.47198,29.006,146.46471,29.006
656,147.97046,29.021,146.96318,29.021
657,148.00394,0.804,146.99666,0.804
658,148.0593,0.71,147.052,0.71
659,148.0593,0.71,147.052,0.71
660,148.06,0.71,147.0527,0.71
661,148.06052,0.811,147.05324,0.811
662,148.06052,1.048,147.05324,1.048
663,148.061,0.755,147.0537,0.755
664,148.0672,0.73,147.0599,0.73
665,148.0761,6.025,147.0688,6.025
666,148.10579,2.379,147.09851,2.379
667,148.93532,0.736,147.92804,0.736
668,149.022,15.27333333,148.0147,15.27333333
669,149.02335,15.182,148.01607,15.182
670,149.0237,14.97,184.0464,14.97
671,149.0595,7.385,148.0522,7.385
672,149.06,7.226666667,148.0527,7.226666667
673,149.0603,6.618333333,166.068,6.618333333
674,149.07874,2.39,148.07146,2.39
675,149.08211,24.014,166.0854,24.014
676,149.08212,25.333,148.07485,25.333
677,149.08215,28.644,166.08544,28.644
678,149.0964,10.8,148.0891,10.8
679,149.11208,2.381,148.1048,2.381
680,149.11723,3.899,148.10996,3.899
